C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_07_085.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_07_085.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_07_085.jpg, 0, 0, 0, 8.216842E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_07_186.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_07_186.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_07_186.jpg, 0, 0, 0, 8.255698E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_07_290.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_07_290.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_07_290.jpg, 0, 0, 0, 8.230386E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_07_391.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_07_391.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_07_391.jpg, 0, 0, 0, 8.243353E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_07_491.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_07_491.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_07_491.jpg, 0, 0, 0, 8.349145E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_07_593.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_07_593.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_07_593.jpg, 0, 0, 0, 8.245854E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_07_695.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_07_695.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_07_695.jpg, 0, 0, 0, 8.193081E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_07_796.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_07_796.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_07_796.jpg, 0, 0, 0, 8.219727E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_07_898.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_07_898.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_07_898.jpg, 0, 0, 0, 8.184741E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_07_999.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_07_999.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_07_999.jpg, 0, 0, 0, 8.278812E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_08_099.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_08_099.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_08_099.jpg, 0, 0, 0, 8.293986E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_08_202.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_08_202.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_08_202.jpg, 0, 0, 0, 8.277351E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_08_304.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_08_304.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_08_304.jpg, 0, 0, 0, 8.202111E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_08_407.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_08_407.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_08_407.jpg, 0, 0, 0, 8.226943E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_08_508.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_08_508.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_08_508.jpg, 0, 0, 0, 8.214905E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_08_608.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_08_608.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_08_608.jpg, 0, 0, 0, 8.200384E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_08_709.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_08_709.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_08_709.jpg, 0, 0, 0, 8.229151E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_08_810.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_08_810.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_08_810.jpg, 0, 0, 0, 8.283201E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_08_912.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_08_912.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_08_912.jpg, 0, 0, 0, 8.388374E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_09_014.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_09_014.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_09_014.jpg, 0, 0, 0, 8.212399E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_09_117.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_09_117.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_09_117.jpg, 0, 0, 0, 8.248866E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_09_219.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_09_219.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_09_219.jpg, 0, 0, 0, 8.239043E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_09_321.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_09_321.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_09_321.jpg, 0, 0, 0, 8.235697E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_09_422.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_09_422.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_09_422.jpg, 0, 0, 0, 8.186723E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_09_524.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_09_524.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_09_524.jpg, 0, 0, 0, 8.228714E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_09_624.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_09_624.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_09_624.jpg, 0, 0, 0, 8.266606E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_09_725.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_09_725.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_09_725.jpg, 0, 0, 0, 8.226802E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_09_827.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_09_827.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_09_827.jpg, 0, 0, 0, 8.231059E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_09_927.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_09_927.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_09_927.jpg, 0, 0, 0, 8.187899E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_10_028.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_10_028.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_10_028.jpg, 0, 0, 0, 8.183344E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_10_129.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_10_129.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_10_129.jpg, 0, 0, 0, 8.305472E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_10_230.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_10_230.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_10_230.jpg, 0, 0, 0, 8.326302E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_10_331.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_10_331.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_10_331.jpg, 0, 0, 0, 8.208808E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_10_434.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_10_434.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_10_434.jpg, 0, 0, 0, 8.230117E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_10_534.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_10_534.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_10_534.jpg, 0, 0, 0, 8.271284E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_10_636.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_10_636.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_10_636.jpg, 0, 0, 0, 8.249817E-05
C:\Users\joeho\Downloads\Data\IMG\center_2021_05_16_18_20_10_738.jpg, C:\Users\joeho\Downloads\Data\IMG\left_2021_05_16_18_20_10_738.jpg, C:\Users\joeho\Downloads\Data\IMG\right_2021_05_16_18_20_10_738.jpg, 0, 0, 0, 8.195436E-05
